"","Code","MAGNITUD","ANO","MES","MONTHLYMAX","Station","Longitude","Latitude"
"1",28079004,1,2001,1,53,"Pza. de España",-3.7122567,40.4238823
"2",28079004,1,2001,2,42,"Pza. de España",-3.7122567,40.4238823
"3",28079004,1,2001,3,30,"Pza. de España",-3.7122567,40.4238823
"4",28079004,1,2001,4,18,"Pza. de España",-3.7122567,40.4238823
"5",28079004,1,2001,5,18,"Pza. de España",-3.7122567,40.4238823
"6",28079004,1,2001,6,19,"Pza. de España",-3.7122567,40.4238823
"7",28079004,1,2001,7,16,"Pza. de España",-3.7122567,40.4238823
"8",28079004,1,2001,8,14,"Pza. de España",-3.7122567,40.4238823
"9",28079004,1,2001,9,15,"Pza. de España",-3.7122567,40.4238823
"10",28079004,1,2001,10,17,"Pza. de España",-3.7122567,40.4238823
"11",28079004,1,2001,11,37,"Pza. de España",-3.7122567,40.4238823
"12",28079004,1,2001,12,53,"Pza. de España",-3.7122567,40.4238823
"13",28079004,6,2001,1,2.2,"Pza. de España",-3.7122567,40.4238823
"14",28079004,6,2001,2,2.3,"Pza. de España",-3.7122567,40.4238823
"15",28079004,6,2001,3,1.5,"Pza. de España",-3.7122567,40.4238823
"16",28079004,6,2001,4,1.2,"Pza. de España",-3.7122567,40.4238823
"17",28079004,6,2001,5,1.5,"Pza. de España",-3.7122567,40.4238823
"18",28079004,6,2001,6,1.5,"Pza. de España",-3.7122567,40.4238823
"19",28079004,6,2001,7,1.4,"Pza. de España",-3.7122567,40.4238823
"20",28079004,6,2001,8,1.4,"Pza. de España",-3.7122567,40.4238823
"21",28079004,6,2001,9,1.4,"Pza. de España",-3.7122567,40.4238823
"22",28079004,6,2001,10,2.3,"Pza. de España",-3.7122567,40.4238823
"23",28079004,6,2001,11,2.5,"Pza. de España",-3.7122567,40.4238823
"24",28079004,6,2001,12,3.5,"Pza. de España",-3.7122567,40.4238823
"25",28079004,7,2001,1,247,"Pza. de España",-3.7122567,40.4238823
"26",28079004,7,2001,2,264,"Pza. de España",-3.7122567,40.4238823
"27",28079004,7,2001,3,146,"Pza. de España",-3.7122567,40.4238823
"28",28079004,7,2001,4,122,"Pza. de España",-3.7122567,40.4238823
"29",28079004,7,2001,5,129,"Pza. de España",-3.7122567,40.4238823
"30",28079004,7,2001,6,107,"Pza. de España",-3.7122567,40.4238823
"31",28079004,7,2001,7,99,"Pza. de España",-3.7122567,40.4238823
"32",28079004,7,2001,8,136,"Pza. de España",-3.7122567,40.4238823
"33",28079004,7,2001,9,136,"Pza. de España",-3.7122567,40.4238823
"34",28079004,7,2001,10,283,"Pza. de España",-3.7122567,40.4238823
"35",28079004,7,2001,11,330,"Pza. de España",-3.7122567,40.4238823
"36",28079004,7,2001,12,476,"Pza. de España",-3.7122567,40.4238823
"37",28079004,8,2001,1,75,"Pza. de España",-3.7122567,40.4238823
"38",28079004,8,2001,2,87,"Pza. de España",-3.7122567,40.4238823
"39",28079004,8,2001,3,75,"Pza. de España",-3.7122567,40.4238823
"40",28079004,8,2001,4,88,"Pza. de España",-3.7122567,40.4238823
"41",28079004,8,2001,5,105,"Pza. de España",-3.7122567,40.4238823
"42",28079004,8,2001,6,114,"Pza. de España",-3.7122567,40.4238823
"43",28079004,8,2001,7,105,"Pza. de España",-3.7122567,40.4238823
"44",28079004,8,2001,8,90,"Pza. de España",-3.7122567,40.4238823
"45",28079004,8,2001,9,105,"Pza. de España",-3.7122567,40.4238823
"46",28079004,8,2001,10,92,"Pza. de España",-3.7122567,40.4238823
"47",28079004,8,2001,11,107,"Pza. de España",-3.7122567,40.4238823
"48",28079004,8,2001,12,119,"Pza. de España",-3.7122567,40.4238823
"49",28079004,12,2001,1,453,"Pza. de España",-3.7122567,40.4238823
"50",28079004,12,2001,2,461,"Pza. de España",-3.7122567,40.4238823
"51",28079004,12,2001,3,285,"Pza. de España",-3.7122567,40.4238823
"52",28079004,12,2001,4,236,"Pza. de España",-3.7122567,40.4238823
"53",28079004,12,2001,5,272,"Pza. de España",-3.7122567,40.4238823
"54",28079004,12,2001,6,274,"Pza. de España",-3.7122567,40.4238823
"55",28079004,12,2001,7,240,"Pza. de España",-3.7122567,40.4238823
"56",28079004,12,2001,8,298,"Pza. de España",-3.7122567,40.4238823
"57",28079004,12,2001,9,302,"Pza. de España",-3.7122567,40.4238823
"58",28079004,12,2001,10,525,"Pza. de España",-3.7122567,40.4238823
"59",28079004,12,2001,11,593,"Pza. de España",-3.7122567,40.4238823
"60",28079004,12,2001,12,849,"Pza. de España",-3.7122567,40.4238823
"61",28079004,12,2008,1,475,"Pza. de España",-3.7122567,40.4238823
"62",28079004,12,2008,2,314,"Pza. de España",-3.7122567,40.4238823
"63",28079004,12,2008,3,258,"Pza. de España",-3.7122567,40.4238823
"64",28079004,12,2008,4,170,"Pza. de España",-3.7122567,40.4238823
"65",28079004,12,2008,5,118,"Pza. de España",-3.7122567,40.4238823
"66",28079004,12,2008,6,173,"Pza. de España",-3.7122567,40.4238823
"67",28079004,12,2008,7,149,"Pza. de España",-3.7122567,40.4238823
"68",28079004,12,2008,8,129,"Pza. de España",-3.7122567,40.4238823
"69",28079004,12,2008,9,195,"Pza. de España",-3.7122567,40.4238823
"70",28079004,12,2008,10,258,"Pza. de España",-3.7122567,40.4238823
"71",28079004,12,2008,11,301,"Pza. de España",-3.7122567,40.4238823
"72",28079004,12,2008,12,731,"Pza. de España",-3.7122567,40.4238823
"73",28079004,12,2007,2,361,"Pza. de España",-3.7122567,40.4238823
"74",28079004,12,2007,3,246,"Pza. de España",-3.7122567,40.4238823
"75",28079004,12,2007,4,210,"Pza. de España",-3.7122567,40.4238823
"76",28079004,12,2007,5,200,"Pza. de España",-3.7122567,40.4238823
"77",28079004,12,2007,6,174,"Pza. de España",-3.7122567,40.4238823
"78",28079004,12,2007,7,162,"Pza. de España",-3.7122567,40.4238823
"79",28079004,12,2007,8,181,"Pza. de España",-3.7122567,40.4238823
"80",28079004,12,2007,9,170,"Pza. de España",-3.7122567,40.4238823
"81",28079004,12,2007,10,244,"Pza. de España",-3.7122567,40.4238823
"82",28079004,12,2007,11,454,"Pza. de España",-3.7122567,40.4238823
"83",28079004,12,2007,12,475,"Pza. de España",-3.7122567,40.4238823
"84",28079004,1,2011,8,7,"Pza. de España",-3.7122567,40.4238823
"85",28079004,1,2004,1,31,"Pza. de España",-3.7122567,40.4238823
"86",28079004,1,2004,2,24,"Pza. de España",-3.7122567,40.4238823
"87",28079004,1,2004,3,22,"Pza. de España",-3.7122567,40.4238823
"88",28079004,1,2004,4,13,"Pza. de España",-3.7122567,40.4238823
"89",28079004,1,2004,5,9,"Pza. de España",-3.7122567,40.4238823
"90",28079004,1,2004,6,10,"Pza. de España",-3.7122567,40.4238823
"91",28079004,1,2004,7,9,"Pza. de España",-3.7122567,40.4238823
"92",28079004,1,2004,8,9,"Pza. de España",-3.7122567,40.4238823
"93",28079004,1,2004,9,16,"Pza. de España",-3.7122567,40.4238823
"94",28079004,1,2004,10,14,"Pza. de España",-3.7122567,40.4238823
"95",28079004,1,2004,11,35,"Pza. de España",-3.7122567,40.4238823
"96",28079004,1,2004,12,34,"Pza. de España",-3.7122567,40.4238823
"97",28079004,6,2004,1,1.9,"Pza. de España",-3.7122567,40.4238823
"98",28079004,6,2004,2,1.7,"Pza. de España",-3.7122567,40.4238823
"99",28079004,6,2004,3,1,"Pza. de España",-3.7122567,40.4238823
"100",28079004,6,2004,4,0.9,"Pza. de España",-3.7122567,40.4238823
"101",28079004,6,2004,5,0.8,"Pza. de España",-3.7122567,40.4238823
"102",28079004,6,2004,6,1.3,"Pza. de España",-3.7122567,40.4238823
"103",28079004,6,2004,7,0.7,"Pza. de España",-3.7122567,40.4238823
"104",28079004,6,2004,8,0.7,"Pza. de España",-3.7122567,40.4238823
"105",28079004,6,2004,9,1.4,"Pza. de España",-3.7122567,40.4238823
"106",28079004,6,2004,10,1.4,"Pza. de España",-3.7122567,40.4238823
"107",28079004,6,2004,11,1.9,"Pza. de España",-3.7122567,40.4238823
"108",28079004,6,2004,12,2.2,"Pza. de España",-3.7122567,40.4238823
"109",28079004,7,2004,1,302,"Pza. de España",-3.7122567,40.4238823
"110",28079004,7,2004,2,243,"Pza. de España",-3.7122567,40.4238823
"111",28079004,7,2004,3,133,"Pza. de España",-3.7122567,40.4238823
"112",28079004,7,2004,4,107,"Pza. de España",-3.7122567,40.4238823
"113",28079004,7,2004,5,71,"Pza. de España",-3.7122567,40.4238823
"114",28079004,7,2004,6,86,"Pza. de España",-3.7122567,40.4238823
"115",28079004,7,2004,7,88,"Pza. de España",-3.7122567,40.4238823
"116",28079004,7,2004,8,77,"Pza. de España",-3.7122567,40.4238823
"117",28079004,7,2004,9,56,"Pza. de España",-3.7122567,40.4238823
"118",28079004,7,2004,10,166,"Pza. de España",-3.7122567,40.4238823
"119",28079004,7,2004,11,307,"Pza. de España",-3.7122567,40.4238823
"120",28079004,7,2004,12,426,"Pza. de España",-3.7122567,40.4238823
"121",28079004,8,2004,1,133,"Pza. de España",-3.7122567,40.4238823
"122",28079004,8,2004,2,97,"Pza. de España",-3.7122567,40.4238823
"123",28079004,8,2004,3,96,"Pza. de España",-3.7122567,40.4238823
"124",28079004,8,2004,4,82,"Pza. de España",-3.7122567,40.4238823
"125",28079004,8,2004,5,84,"Pza. de España",-3.7122567,40.4238823
"126",28079004,8,2004,6,117,"Pza. de España",-3.7122567,40.4238823
"127",28079004,8,2004,7,108,"Pza. de España",-3.7122567,40.4238823
"128",28079004,8,2004,8,89,"Pza. de España",-3.7122567,40.4238823
"129",28079004,8,2004,9,62,"Pza. de España",-3.7122567,40.4238823
"130",28079004,8,2004,10,81,"Pza. de España",-3.7122567,40.4238823
"131",28079004,8,2004,11,75,"Pza. de España",-3.7122567,40.4238823
"132",28079004,8,2004,12,108,"Pza. de España",-3.7122567,40.4238823
"133",28079004,12,2004,1,596,"Pza. de España",-3.7122567,40.4238823
"134",28079004,12,2004,2,445,"Pza. de España",-3.7122567,40.4238823
"135",28079004,12,2004,3,288,"Pza. de España",-3.7122567,40.4238823
"136",28079004,12,2004,4,239,"Pza. de España",-3.7122567,40.4238823
"137",28079004,12,2004,5,193,"Pza. de España",-3.7122567,40.4238823
"138",28079004,12,2004,6,249,"Pza. de España",-3.7122567,40.4238823
"139",28079004,12,2004,7,211,"Pza. de España",-3.7122567,40.4238823
"140",28079004,12,2004,8,200,"Pza. de España",-3.7122567,40.4238823
"141",28079004,12,2004,9,148,"Pza. de España",-3.7122567,40.4238823
"142",28079004,12,2004,10,310,"Pza. de España",-3.7122567,40.4238823
"143",28079004,12,2004,11,529,"Pza. de España",-3.7122567,40.4238823
"144",28079004,12,2004,12,712,"Pza. de España",-3.7122567,40.4238823
"145",28079004,1,2007,1,31,"Pza. de España",-3.7122567,40.4238823
"146",28079004,1,2007,2,21,"Pza. de España",-3.7122567,40.4238823
"147",28079004,1,2007,3,19,"Pza. de España",-3.7122567,40.4238823
"148",28079004,1,2007,4,14,"Pza. de España",-3.7122567,40.4238823
"149",28079004,1,2007,5,11,"Pza. de España",-3.7122567,40.4238823
"150",28079004,1,2007,6,12,"Pza. de España",-3.7122567,40.4238823
"151",28079004,1,2007,7,8,"Pza. de España",-3.7122567,40.4238823
"152",28079004,1,2007,8,9,"Pza. de España",-3.7122567,40.4238823
"153",28079004,1,2007,9,9,"Pza. de España",-3.7122567,40.4238823
"154",28079004,1,2007,10,14,"Pza. de España",-3.7122567,40.4238823
"155",28079004,1,2007,11,34,"Pza. de España",-3.7122567,40.4238823
"156",28079004,1,2007,12,34,"Pza. de España",-3.7122567,40.4238823
"157",28079004,6,2007,1,1.8,"Pza. de España",-3.7122567,40.4238823
"158",28079004,6,2007,2,1,"Pza. de España",-3.7122567,40.4238823
"159",28079004,6,2007,3,0.8,"Pza. de España",-3.7122567,40.4238823
"160",28079004,6,2007,4,0.6,"Pza. de España",-3.7122567,40.4238823
"161",28079004,6,2007,5,0.6,"Pza. de España",-3.7122567,40.4238823
"162",28079004,6,2007,6,0.6,"Pza. de España",-3.7122567,40.4238823
"163",28079004,6,2007,7,0.6,"Pza. de España",-3.7122567,40.4238823
"164",28079004,6,2007,8,0.6,"Pza. de España",-3.7122567,40.4238823
"165",28079004,6,2007,9,0.6,"Pza. de España",-3.7122567,40.4238823
"166",28079004,6,2007,10,0.8,"Pza. de España",-3.7122567,40.4238823
"167",28079004,6,2007,11,1.4,"Pza. de España",-3.7122567,40.4238823
"168",28079004,6,2007,12,1.4,"Pza. de España",-3.7122567,40.4238823
"169",28079004,7,2007,1,343,"Pza. de España",-3.7122567,40.4238823
"170",28079004,7,2007,2,176,"Pza. de España",-3.7122567,40.4238823
"171",28079004,7,2007,3,87,"Pza. de España",-3.7122567,40.4238823
"172",28079004,7,2007,4,75,"Pza. de España",-3.7122567,40.4238823
"173",28079004,7,2007,5,72,"Pza. de España",-3.7122567,40.4238823
"174",28079004,7,2007,6,47,"Pza. de España",-3.7122567,40.4238823
"175",28079004,7,2007,7,49,"Pza. de España",-3.7122567,40.4238823
"176",28079004,7,2007,8,68,"Pza. de España",-3.7122567,40.4238823
"177",28079004,7,2007,9,61,"Pza. de España",-3.7122567,40.4238823
"178",28079004,7,2007,10,105,"Pza. de España",-3.7122567,40.4238823
"179",28079004,7,2007,11,217,"Pza. de España",-3.7122567,40.4238823
"180",28079004,7,2007,12,239,"Pza. de España",-3.7122567,40.4238823
"181",28079004,8,2007,1,130,"Pza. de España",-3.7122567,40.4238823
"182",28079004,8,2007,2,91,"Pza. de España",-3.7122567,40.4238823
"183",28079004,8,2007,3,112,"Pza. de España",-3.7122567,40.4238823
"184",28079004,8,2007,4,97,"Pza. de España",-3.7122567,40.4238823
"185",28079004,8,2007,5,90,"Pza. de España",-3.7122567,40.4238823
"186",28079004,8,2007,6,118,"Pza. de España",-3.7122567,40.4238823
"187",28079004,8,2007,7,103,"Pza. de España",-3.7122567,40.4238823
"188",28079004,8,2007,8,77,"Pza. de España",-3.7122567,40.4238823
"189",28079004,8,2007,9,77,"Pza. de España",-3.7122567,40.4238823
"190",28079004,8,2007,10,84,"Pza. de España",-3.7122567,40.4238823
"191",28079004,8,2007,11,122,"Pza. de España",-3.7122567,40.4238823
"192",28079004,8,2007,12,115,"Pza. de España",-3.7122567,40.4238823
"193",28079004,12,2007,1,656,"Pza. de España",-3.7122567,40.4238823
"194",28079004,7,2006,12,290,"Pza. de España",-3.7122567,40.4238823
"195",28079004,8,2006,1,107,"Pza. de España",-3.7122567,40.4238823
"196",28079004,8,2006,2,130,"Pza. de España",-3.7122567,40.4238823
"197",28079004,8,2006,3,119,"Pza. de España",-3.7122567,40.4238823
"198",28079004,8,2006,4,86,"Pza. de España",-3.7122567,40.4238823
"199",28079004,8,2006,5,83,"Pza. de España",-3.7122567,40.4238823
"200",28079004,8,2006,6,111,"Pza. de España",-3.7122567,40.4238823
"201",28079004,8,2006,7,108,"Pza. de España",-3.7122567,40.4238823
"202",28079004,8,2006,8,88,"Pza. de España",-3.7122567,40.4238823
"203",28079004,8,2006,9,100,"Pza. de España",-3.7122567,40.4238823
"204",28079004,8,2006,10,99,"Pza. de España",-3.7122567,40.4238823
"205",28079004,8,2006,11,112,"Pza. de España",-3.7122567,40.4238823
"206",28079004,1,2011,9,8,"Pza. de España",-3.7122567,40.4238823
"207",28079004,1,2011,10,8,"Pza. de España",-3.7122567,40.4238823
"208",28079004,1,2011,11,10,"Pza. de España",-3.7122567,40.4238823
"209",28079004,1,2017,1,12,"Pza. de España",-3.7122567,40.4238823
"210",28079004,1,2017,2,12,"Pza. de España",-3.7122567,40.4238823
"211",28079004,1,2017,3,10,"Pza. de España",-3.7122567,40.4238823
"212",28079004,1,2017,4,7,"Pza. de España",-3.7122567,40.4238823
"213",28079004,1,2017,5,6,"Pza. de España",-3.7122567,40.4238823
"214",28079004,1,2017,6,6,"Pza. de España",-3.7122567,40.4238823
"215",28079004,1,2017,7,6,"Pza. de España",-3.7122567,40.4238823
"216",28079004,1,2017,8,6,"Pza. de España",-3.7122567,40.4238823
"217",28079004,1,2017,9,8,"Pza. de España",-3.7122567,40.4238823
"218",28079004,1,2017,10,8,"Pza. de España",-3.7122567,40.4238823
"219",28079004,1,2017,11,10,"Pza. de España",-3.7122567,40.4238823
"220",28079004,1,2017,12,9,"Pza. de España",-3.7122567,40.4238823
"221",28079004,6,2017,1,0.8,"Pza. de España",-3.7122567,40.4238823
"222",28079004,6,2017,2,0.7,"Pza. de España",-3.7122567,40.4238823
"223",28079004,6,2017,3,0.7,"Pza. de España",-3.7122567,40.4238823
"224",28079004,6,2017,4,0.6,"Pza. de España",-3.7122567,40.4238823
"225",28079004,6,2017,5,0.5,"Pza. de España",-3.7122567,40.4238823
"226",28079004,6,2017,6,0.5,"Pza. de España",-3.7122567,40.4238823
"227",28079004,6,2017,7,0.5,"Pza. de España",-3.7122567,40.4238823
"228",28079004,6,2017,8,0.4,"Pza. de España",-3.7122567,40.4238823
"229",28079004,6,2017,9,0.7,"Pza. de España",-3.7122567,40.4238823
"230",28079004,6,2017,10,1.1,"Pza. de España",-3.7122567,40.4238823
"231",28079004,6,2017,11,1.1,"Pza. de España",-3.7122567,40.4238823
"232",28079004,6,2017,12,1.1,"Pza. de España",-3.7122567,40.4238823
"233",28079004,7,2017,1,136,"Pza. de España",-3.7122567,40.4238823
"234",28079004,7,2017,2,137,"Pza. de España",-3.7122567,40.4238823
"235",28079004,7,2017,3,128,"Pza. de España",-3.7122567,40.4238823
"236",28079004,7,2017,4,66,"Pza. de España",-3.7122567,40.4238823
"237",28079004,7,2017,5,36,"Pza. de España",-3.7122567,40.4238823
"238",28079004,7,2017,6,41,"Pza. de España",-3.7122567,40.4238823
"239",28079004,7,2017,7,44,"Pza. de España",-3.7122567,40.4238823
"240",28079004,7,2017,8,26,"Pza. de España",-3.7122567,40.4238823
"241",28079004,7,2017,9,68,"Pza. de España",-3.7122567,40.4238823
"242",28079004,7,2017,10,177,"Pza. de España",-3.7122567,40.4238823
"243",28079004,7,2017,11,196,"Pza. de España",-3.7122567,40.4238823
"244",28079004,7,2017,12,210,"Pza. de España",-3.7122567,40.4238823
"245",28079004,8,2017,1,86,"Pza. de España",-3.7122567,40.4238823
"246",28079004,8,2017,2,94,"Pza. de España",-3.7122567,40.4238823
"247",28079004,8,2017,3,81,"Pza. de España",-3.7122567,40.4238823
"248",28079004,8,2017,4,71,"Pza. de España",-3.7122567,40.4238823
"249",28079004,8,2017,5,74,"Pza. de España",-3.7122567,40.4238823
"250",28079004,8,2017,6,77,"Pza. de España",-3.7122567,40.4238823
"251",28079004,8,2017,7,74,"Pza. de España",-3.7122567,40.4238823
"252",28079004,8,2017,8,58,"Pza. de España",-3.7122567,40.4238823
"253",28079004,8,2017,9,81,"Pza. de España",-3.7122567,40.4238823
"254",28079004,8,2017,10,102,"Pza. de España",-3.7122567,40.4238823
"255",28079004,8,2017,11,101,"Pza. de España",-3.7122567,40.4238823
"256",28079004,8,2017,12,88,"Pza. de España",-3.7122567,40.4238823
"257",28079004,12,2017,1,288,"Pza. de España",-3.7122567,40.4238823
"258",28079004,12,2017,2,283,"Pza. de España",-3.7122567,40.4238823
"259",28079004,12,2017,3,278,"Pza. de España",-3.7122567,40.4238823
"260",28079004,12,2017,4,161,"Pza. de España",-3.7122567,40.4238823
"261",28079004,12,2017,5,119,"Pza. de España",-3.7122567,40.4238823
"262",28079004,12,2017,6,140,"Pza. de España",-3.7122567,40.4238823
"263",28079004,12,2017,7,143,"Pza. de España",-3.7122567,40.4238823
"264",28079004,12,2017,8,97,"Pza. de España",-3.7122567,40.4238823
"265",28079004,12,2017,9,180,"Pza. de España",-3.7122567,40.4238823
"266",28079004,12,2017,10,374,"Pza. de España",-3.7122567,40.4238823
"267",28079004,12,2017,11,401,"Pza. de España",-3.7122567,40.4238823
"268",28079004,12,2017,12,410,"Pza. de España",-3.7122567,40.4238823
"269",28079004,6,2014,11,0.7,"Pza. de España",-3.7122567,40.4238823
"270",28079004,6,2014,12,1.1,"Pza. de España",-3.7122567,40.4238823
"271",28079004,7,2014,1,199,"Pza. de España",-3.7122567,40.4238823
"272",28079004,7,2014,2,113,"Pza. de España",-3.7122567,40.4238823
"273",28079004,7,2014,3,83,"Pza. de España",-3.7122567,40.4238823
"274",28079004,7,2014,4,56,"Pza. de España",-3.7122567,40.4238823
"275",28079004,7,2014,5,42,"Pza. de España",-3.7122567,40.4238823
"276",28079004,7,2014,6,29,"Pza. de España",-3.7122567,40.4238823
"277",28079004,7,2014,7,43,"Pza. de España",-3.7122567,40.4238823
"278",28079004,7,2014,8,39,"Pza. de España",-3.7122567,40.4238823
"279",28079004,7,2014,9,80,"Pza. de España",-3.7122567,40.4238823
"280",28079004,1,2006,1,27,"Pza. de España",-3.7122567,40.4238823
"281",28079004,1,2006,2,33,"Pza. de España",-3.7122567,40.4238823
"282",28079004,1,2006,3,21,"Pza. de España",-3.7122567,40.4238823
"283",28079004,1,2006,4,12,"Pza. de España",-3.7122567,40.4238823
"284",28079004,1,2006,5,10,"Pza. de España",-3.7122567,40.4238823
"285",28079004,1,2006,6,10,"Pza. de España",-3.7122567,40.4238823
"286",28079004,1,2006,7,12,"Pza. de España",-3.7122567,40.4238823
"287",28079004,1,2006,8,11,"Pza. de España",-3.7122567,40.4238823
"288",28079004,1,2006,9,14,"Pza. de España",-3.7122567,40.4238823
"289",28079004,1,2006,10,14,"Pza. de España",-3.7122567,40.4238823
"290",28079004,1,2006,11,20,"Pza. de España",-3.7122567,40.4238823
"291",28079004,1,2006,12,32,"Pza. de España",-3.7122567,40.4238823
"292",28079004,6,2006,1,1.5,"Pza. de España",-3.7122567,40.4238823
"293",28079004,6,2006,2,1.5,"Pza. de España",-3.7122567,40.4238823
"294",28079004,6,2006,3,0.9,"Pza. de España",-3.7122567,40.4238823
"295",28079004,6,2006,4,0.7,"Pza. de España",-3.7122567,40.4238823
"296",28079004,6,2006,5,0.7,"Pza. de España",-3.7122567,40.4238823
"297",28079004,6,2006,6,0.7,"Pza. de España",-3.7122567,40.4238823
"298",28079004,6,2006,7,0.7,"Pza. de España",-3.7122567,40.4238823
"299",28079004,6,2006,8,0.6,"Pza. de España",-3.7122567,40.4238823
"300",28079004,6,2006,9,0.8,"Pza. de España",-3.7122567,40.4238823
"301",28079004,6,2006,10,1.4,"Pza. de España",-3.7122567,40.4238823
"302",28079004,6,2006,11,1.3,"Pza. de España",-3.7122567,40.4238823
"303",28079004,6,2006,12,1.4,"Pza. de España",-3.7122567,40.4238823
"304",28079004,7,2006,1,268,"Pza. de España",-3.7122567,40.4238823
"305",28079004,7,2006,2,274,"Pza. de España",-3.7122567,40.4238823
"306",28079004,7,2006,3,159,"Pza. de España",-3.7122567,40.4238823
"307",28079004,7,2006,4,75,"Pza. de España",-3.7122567,40.4238823
"308",28079004,7,2006,5,78,"Pza. de España",-3.7122567,40.4238823
"309",28079004,7,2006,6,72,"Pza. de España",-3.7122567,40.4238823
"310",28079004,7,2006,7,73,"Pza. de España",-3.7122567,40.4238823
"311",28079004,7,2006,8,73,"Pza. de España",-3.7122567,40.4238823
"312",28079004,7,2006,9,145,"Pza. de España",-3.7122567,40.4238823
"313",28079004,7,2006,10,216,"Pza. de España",-3.7122567,40.4238823
"314",28079004,7,2006,11,259,"Pza. de España",-3.7122567,40.4238823
"315",28079004,7,2003,8,92,"Pza. de España",-3.7122567,40.4238823
"316",28079004,7,2003,9,128,"Pza. de España",-3.7122567,40.4238823
"317",28079004,7,2003,10,170,"Pza. de España",-3.7122567,40.4238823
"318",28079004,7,2003,11,255,"Pza. de España",-3.7122567,40.4238823
"319",28079004,7,2003,12,410,"Pza. de España",-3.7122567,40.4238823
"320",28079004,1,2011,1,15,"Pza. de España",-3.7122567,40.4238823
"321",28079004,1,2011,2,18,"Pza. de España",-3.7122567,40.4238823
"322",28079004,1,2011,3,12,"Pza. de España",-3.7122567,40.4238823
"323",28079004,1,2011,4,9,"Pza. de España",-3.7122567,40.4238823
"324",28079004,1,2011,5,7,"Pza. de España",-3.7122567,40.4238823
"325",28079004,1,2011,6,7,"Pza. de España",-3.7122567,40.4238823
"326",28079004,1,2011,7,7,"Pza. de España",-3.7122567,40.4238823
"327",28079004,8,2006,12,109,"Pza. de España",-3.7122567,40.4238823
"328",28079004,12,2006,1,518,"Pza. de España",-3.7122567,40.4238823
"329",28079004,12,2006,2,550,"Pza. de España",-3.7122567,40.4238823
"330",28079004,12,2006,3,364,"Pza. de España",-3.7122567,40.4238823
"331",28079004,12,2006,4,193,"Pza. de España",-3.7122567,40.4238823
"332",28079004,12,2006,5,202,"Pza. de España",-3.7122567,40.4238823
"333",28079004,12,2006,6,213,"Pza. de España",-3.7122567,40.4238823
"334",28079004,12,2006,7,220,"Pza. de España",-3.7122567,40.4238823
"335",28079004,12,2006,8,195,"Pza. de España",-3.7122567,40.4238823
"336",28079004,12,2006,9,286,"Pza. de España",-3.7122567,40.4238823
"337",28079004,12,2006,10,430,"Pza. de España",-3.7122567,40.4238823
"338",28079004,12,2006,11,510,"Pza. de España",-3.7122567,40.4238823
"339",28079004,12,2006,12,510,"Pza. de España",-3.7122567,40.4238823
"340",28079004,1,2002,7,12,"Pza. de España",-3.7122567,40.4238823
"341",28079004,1,2002,8,9,"Pza. de España",-3.7122567,40.4238823
"342",28079004,1,2002,9,14,"Pza. de España",-3.7122567,40.4238823
"343",28079004,1,2002,10,17,"Pza. de España",-3.7122567,40.4238823
"344",28079004,1,2002,11,22,"Pza. de España",-3.7122567,40.4238823
"345",28079004,1,2002,12,25,"Pza. de España",-3.7122567,40.4238823
"346",28079004,6,2002,1,2.4,"Pza. de España",-3.7122567,40.4238823
"347",28079004,6,2002,2,2,"Pza. de España",-3.7122567,40.4238823
"348",28079004,6,2002,3,1.9,"Pza. de España",-3.7122567,40.4238823
"349",28079004,6,2002,4,1.3,"Pza. de España",-3.7122567,40.4238823
"350",28079004,6,2002,5,0.9,"Pza. de España",-3.7122567,40.4238823
"351",28079004,6,2002,6,1.1,"Pza. de España",-3.7122567,40.4238823
"352",28079004,6,2002,7,1.1,"Pza. de España",-3.7122567,40.4238823
"353",28079004,6,2002,8,0.8,"Pza. de España",-3.7122567,40.4238823
"354",28079004,6,2002,9,1.5,"Pza. de España",-3.7122567,40.4238823
"355",28079004,6,2002,10,1.7,"Pza. de España",-3.7122567,40.4238823
"356",28079004,6,2002,11,1.4,"Pza. de España",-3.7122567,40.4238823
"357",28079004,6,2002,12,1,"Pza. de España",-3.7122567,40.4238823
"358",28079004,7,2002,1,329,"Pza. de España",-3.7122567,40.4238823
"359",28079004,7,2002,2,275,"Pza. de España",-3.7122567,40.4238823
"360",28079004,7,2002,3,227,"Pza. de España",-3.7122567,40.4238823
"361",28079004,7,2002,4,122,"Pza. de España",-3.7122567,40.4238823
"362",28079004,7,2002,5,95,"Pza. de España",-3.7122567,40.4238823
"363",28079004,7,2002,6,100,"Pza. de España",-3.7122567,40.4238823
"364",28079004,1,2005,1,34,"Pza. de España",-3.7122567,40.4238823
"365",28079004,1,2005,2,25,"Pza. de España",-3.7122567,40.4238823
"366",28079004,1,2005,3,27,"Pza. de España",-3.7122567,40.4238823
"367",28079004,1,2005,4,12,"Pza. de España",-3.7122567,40.4238823
"368",28079004,1,2005,5,10,"Pza. de España",-3.7122567,40.4238823
"369",28079004,1,2005,6,9,"Pza. de España",-3.7122567,40.4238823
"370",28079004,1,2005,7,10,"Pza. de España",-3.7122567,40.4238823
"371",28079004,1,2005,8,11,"Pza. de España",-3.7122567,40.4238823
"372",28079004,1,2005,9,14,"Pza. de España",-3.7122567,40.4238823
"373",28079004,1,2005,10,14,"Pza. de España",-3.7122567,40.4238823
